timestamp,open,high,low,close,volume
2023-12-18 00:00:00,41374.64,41470.1,40542.93,41105.12,23097.97345
2023-12-18 12:00:00,41105.12,42757.81,40888.0,42657.8,23636.11905
2023-12-19 00:00:00,42657.8,43497.0,42567.69,42976.11,20608.39311
2023-12-19 12:00:00,42976.1,43041.1,41811.1,42275.99,20319.47133
2023-12-20 00:00:00,42275.99,43041.0,42206.0,42864.44,14194.63444
2023-12-20 12:00:00,42864.43,44283.0,42757.32,43668.93,34515.66026
2023-12-21 00:00:00,43668.92,44100.0,43286.72,43931.6,15415.48756
2023-12-21 12:00:00,43931.6,44242.35,43370.4,43861.8,19208.80628
2023-12-22 00:00:00,43861.79,44398.26,43463.0,43753.94,18097.33044
2023-12-22 12:00:00,43753.95,44048.16,43412.54,43969.04,14685.86594
2023-12-23 00:00:00,43969.04,43988.68,43291.1,43547.78,9203.77039
2023-12-23 12:00:00,43547.78,43856.0,43547.77,43702.16,7353.35891
2023-12-24 00:00:00,43702.15,43946.0,43401.0,43634.2,10767.99039
2023-12-24 12:00:00,43634.19,43864.08,42500.0,42991.5,14376.34457
2023-12-25 00:00:00,42991.5,43335.13,42720.43,43171.11,10415.34941
2023-12-25 12:00:00,43171.11,43802.32,43080.01,43576.13,16605.89051
2023-12-26 00:00:00,43576.12,43592.68,42150.0,42685.55,21112.80115
2023-12-26 12:00:00,42685.56,42827.68,41637.6,42508.93,19897.24167
2023-12-27 00:00:00,42508.93,43220.0,42098.69,43019.11,14619.06003
2023-12-27 12:00:00,43019.11,43677.0,42706.0,43428.85,21572.15133
2023-12-28 00:00:00,43428.86,43787.57,42794.11,43059.98,16742.39892
2023-12-28 12:00:00,43059.98,43125.03,42241.79,42563.76,18408.12593
2023-12-29 00:00:00,42563.76,42934.0,42088.92,42862.01,17548.30874
2023-12-29 12:00:00,42862.0,43111.0,41300.0,42066.95,25048.88038
2023-12-30 00:00:00,42066.94,42209.22,41520.3,41893.96,10260.55114
2023-12-30 12:00:00,41893.96,42612.32,41882.71,42140.28,12646.02704
2023-12-31 00:00:00,42140.29,42899.0,41965.84,42518.36,11685.76281
2023-12-31 12:00:00,42518.36,42719.8,42056.0,42283.58,11900.15322
2024-01-01 00:00:00,42283.58,42775.0,42180.77,42690.2,9603.88489
2024-01-01 12:00:00,42690.21,44184.1,42580.0,44179.55,17570.41414
2024-01-02 00:00:00,44179.55,45879.63,44148.34,45433.99,35509.10419
2024-01-02 12:00:00,45433.99,45800.0,44600.0,44946.91,29637.30242
2024-01-03 00:00:00,44946.91,45500.0,43500.0,43702.88,22679.32891
2024-01-03 12:00:00,43702.89,43716.0,40750.0,42845.23,58515.22282
2024-01-04 00:00:00,42845.23,43273.08,42613.77,43176.32,17677.94433
2024-01-04 12:00:00,43176.33,44729.58,43097.06,44151.1,30360.11901
2024-01-05 00:00:00,44151.1,44324.8,42450.0,43771.34,23726.75018
2024-01-05 12:00:00,43771.34,44357.46,43100.0,44145.11,24348.50309
2024-01-06 00:00:00,44145.12,44214.42,43397.05,43671.96,9815.80946
2024-01-06 12:00:00,43671.97,44148.58,43527.27,43968.32,8019.25198
2024-01-07 00:00:00,43968.32,44259.29,43833.4,44061.1,8768.29065
2024-01-07 12:00:00,44061.1,44480.59,43572.09,43929.02,14255.56015
2024-01-08 00:00:00,43929.01,44688.0,43175.0,44635.99,21165.69086
2024-01-08 12:00:00,44636.0,47248.99,44350.0,46951.04,51648.88503
2024-01-09 00:00:00,46951.04,47150.0,46230.0,46615.99,20828.37403
2024-01-09 12:00:00,46616.0,47972.0,44748.67,46110.0,49099.29214
2024-01-10 00:00:00,46110.0,46249.14,45000.0,45515.89,19776.94049
2024-01-10 12:00:00,45515.88,47695.93,44300.36,46653.99,70134.47154
2024-01-11 00:00:00,46654.0,47150.0,45618.1,47060.0,24055.27389
2024-01-11 12:00:00,47059.99,48969.48,45606.06,46339.16,63415.05571
2024-01-12 00:00:00,46339.16,46515.53,45537.37,45954.35,18182.41438
2024-01-12 12:00:00,45954.35,46109.0,41500.0,42782.73,68145.52269
2024-01-13 00:00:00,42782.74,43254.96,42436.12,42624.0,23145.65695
2024-01-13 12:00:00,42624.01,43257.0,42505.0,42847.99,12972.81769
2024-01-14 00:00:00,42847.99,43079.0,42562.56,42829.99,8691.20306
2024-01-14 12:00:00,42829.99,43010.84,41720.0,41732.35,19537.20588
2024-01-15 00:00:00,41732.35,42824.68,41718.05,42697.99,14024.33835
2024-01-15 12:00:00,42698.0,43400.43,42163.32,42511.1,26245.55468
2024-01-16 00:00:00,42511.1,43153.66,42466.88,42900.54,12522.7746
2024-01-16 12:00:00,42900.55,43578.01,42050.0,43137.95,32522.97129
2024-01-17 00:00:00,43137.94,43198.0,42564.0,42680.16,11736.93588
2024-01-17 12:00:00,42680.16,42926.02,42200.69,42776.1,21529.278
2024-01-18 00:00:00,42776.09,42930.0,42387.68,42544.59,11037.502
2024-01-18 12:00:00,42544.6,42810.0,40683.28,41327.5,32870.01441
2024-01-19 00:00:00,41327.51,41576.0,40752.26,41475.37,15432.59642
2024-01-19 12:00:00,41475.37,42196.86,40280.0,41659.03,32910.14917
2024-01-20 00:00:00,41659.03,41774.0,41456.3,41580.83,8204.17394
2024-01-20 12:00:00,41580.82,41872.56,41478.0,41696.04,7719.82099
2024-01-21 00:00:00,41696.05,41826.97,41564.29,41719.89,4772.45818
2024-01-21 12:00:00,41719.9,41881.39,41500.98,41580.33,6957.70483
2024-01-22 00:00:00,41580.32,41689.65,40364.63,40815.99,20695.46215
2024-01-22 12:00:00,40815.92,41244.06,39431.58,39568.02,34730.73696
2024-01-23 00:00:00,39568.02,40176.74,38657.0,38845.56,24626.95882
2024-01-23 12:00:00,38845.56,39907.23,38555.0,39897.6,33329.67469
2024-01-24 00:00:00,39897.59,40555.0,39557.01,40209.34,20450.29733
2024-01-24 12:00:00,40209.34,40298.86,39484.19,40084.88,18843.53128
2024-01-25 00:00:00,40084.89,40300.24,39792.01,40178.07,11756.66612
2024-01-25 12:00:00,40178.07,40283.82,39550.0,39961.09,19265.45241
2024-01-26 00:00:00,39961.09,41348.13,39822.52,41289.52,18098.90023
2024-01-26 12:00:00,41289.52,42246.82,40914.5,41823.51,29286.06703
2024-01-27 00:00:00,41823.51,41933.17,41394.34,41761.23,8908.77253
2024-01-27 12:00:00,41761.22,42200.0,41714.0,42120.63,7315.64414
2024-01-28 00:00:00,42120.63,42842.68,41925.0,42471.98,16233.88912
2024-01-28 12:00:00,42471.98,42544.0,41620.81,42031.06,11061.10926
2024-01-29 00:00:00,42031.05,42504.0,41874.94,42246.95,9378.46411
2024-01-29 12:00:00,42246.95,43333.0,41804.88,43302.7,22164.27796
2024-01-30 00:00:00,43302.71,43787.35,43133.9,43537.74,14239.03123
2024-01-30 12:00:00,43537.75,43882.36,42683.99,42941.1,23380.21423
2024-01-31 00:00:00,42941.1,43107.77,42355.0,42647.98,13869.2156
2024-01-31 12:00:00,42647.98,43745.11,42276.84,42580.0,26001.92128
2024-02-01 00:00:00,42580.0,42687.63,41884.28,42087.52,14974.76706
2024-02-01 12:00:00,42087.52,43285.13,41944.89,43082.94,20256.27958
2024-02-02 00:00:00,43082.95,43432.63,42941.1,43148.41,12405.46289
2024-02-02 12:00:00,43148.42,43488.0,42546.79,43200.0,17266.68129
2024-02-03 00:00:00,43199.99,43380.01,42973.66,42995.04,5379.76341
2024-02-03 12:00:00,42995.04,43270.0,42880.0,43011.09,6653.64657
2024-02-04 00:00:00,43011.1,43119.04,42720.07,43060.1,6243.24164
2024-02-04 12:00:00,43060.09,43115.76,42222.0,42582.88,10823.6524
2024-02-05 00:00:00,42582.88,43268.98,42258.1,43194.08,11965.87049
2024-02-05 12:00:00,43194.08,43569.76,42330.52,42708.7,17501.88856
2024-02-06 00:00:00,42708.7,43119.9,42574.0,42826.96,10678.1359
2024-02-06 12:00:00,42826.96,43399.98,42658.0,43098.95,13997.71843
2024-02-07 00:00:00,43098.96,43200.0,42788.0,42928.29,8742.76654
2024-02-07 12:00:00,42928.28,44396.5,42890.51,44349.6,25649.83261
2024-02-08 00:00:00,44349.6,44885.0,44331.1,44698.97,18168.98907
2024-02-08 12:00:00,44698.97,45614.3,44606.0,45288.65,27270.63324
2024-02-09 00:00:00,45288.66,47299.88,45242.12,47180.02,27866.68585
2024-02-09 12:00:00,47180.01,48200.0,46652.0,47132.77,45636.79515
2024-02-10 00:00:00,47132.78,47504.0,46800.0,47182.0,10603.26518
2024-02-10 12:00:00,47182.01,48170.0,47105.44,47751.09,14199.09418
2024-02-11 00:00:00,47751.08,48592.66,47557.16,48411.71,15112.36412
2024-02-11 12:00:00,48411.71,48469.07,47931.82,48299.99,14846.44425
2024-02-12 00:00:00,48300.0,48826.81,47710.01,47903.03,17613.37621
2024-02-12 12:00:00,47903.04,50334.82,47841.0,49917.27,41396.59084
2024-02-13 00:00:00,49917.28,50368.61,49650.0,49988.12,19055.17213
2024-02-13 12:00:00,49988.12,49996.0,48300.95,49699.59,36496.39493
2024-02-14 00:00:00,49699.6,51723.08,49225.01,51555.12,27106.50267
2024-02-14 12:00:00,51555.12,52043.71,51200.24,51795.17,29939.87134
2024-02-15 00:00:00,51795.17,52500.0,51634.01,52330.0,22425.06402
2024-02-15 12:00:00,52330.0,52816.62,51314.0,51880.0,31390.96653
2024-02-16 00:00:00,51880.01,52435.86,51566.0,52213.86,19559.66938
2024-02-16 12:00:00,52213.87,52572.08,51592.88,52124.11,18212.5838
2024-02-17 00:00:00,52124.1,52162.82,51500.0,51690.48,7373.67695
2024-02-17 12:00:00,51690.47,52030.18,50625.0,51642.64,18300.32927
2024-02-18 00:00:00,51642.64,52069.0,51163.28,51832.01,9456.2146
2024-02-18 12:00:00,51832.01,52377.0,51535.01,52137.67,12535.88903
2024-02-19 00:00:00,52137.68,52488.77,51904.83,52336.22,13717.27121
2024-02-19 12:00:00,52336.22,52454.11,51677.0,51774.73,15817.72311
2024-02-20 00:00:00,51774.74,52380.0,51311.0,52286.8,16429.12222
2024-02-20 12:00:00,52286.8,52985.0,50760.37,52258.82,33185.35096
2024-02-21 00:00:00,52258.82,52366.8,50813.0,50965.53,16813.9492
2024-02-21 12:00:00,50965.53,51950.01,50625.0,51849.39,26265.45129
2024-02-22 00:00:00,51849.38,52034.12,51153.69,51622.04,14616.76603
2024-02-22 12:00:00,51622.05,52065.78,50940.78,51288.42,20692.67971
2024-02-23 00:00:00,51288.42,51548.54,50830.0,51218.95,13416.54723
2024-02-23 12:00:00,51218.94,51333.47,50521.0,50744.15,17129.24821
2024-02-24 00:00:00,50744.15,51172.06,50585.0,51119.79,7650.12298
2024-02-24 12:00:00,51119.79,51698.0,51032.34,51568.22,8910.29812
2024-02-25 00:00:00,51568.21,51898.72,51438.88,51645.0,7907.26359
2024-02-25 12:00:00,51645.0,51958.55,51279.8,51728.85,10814.368
2024-02-26 00:00:00,51728.85,51796.5,50901.44,51090.01,11244.07773
2024-02-26 12:00:00,51090.01,54910.0,50957.0,54476.47,40012.64426
2024-02-27 00:00:00,54476.48,57073.84,54450.13,56527.79,34298.23391
2024-02-27 12:00:00,56527.8,57588.15,56209.0,57037.34,32896.75171
2024-02-28 00:00:00,57037.35,59494.06,56691.85,58941.11,30464.62043
2024-02-28 12:00:00,58941.11,64000.0,58700.0,62432.1,88298.84941
2024-02-29 00:00:00,62432.11,63676.35,61021.1,62936.02,36933.98784
2024-02-29 12:00:00,62936.02,63531.88,60364.7,61130.98,41491.08819
2024-03-01 00:00:00,61130.99,62243.53,60777.0,61863.72,20517.26136
2024-03-01 12:00:00,61863.71,63114.23,61131.01,62387.9,27220.67337
2024-03-02 00:00:00,62387.9,62433.19,61641.1,61826.32,14699.84025
2024-03-02 12:00:00,61826.32,62200.0,61561.12,61987.28,10834.89634
2024-03-03 00:00:00,61987.28,62100.0,61320.0,61831.1,11901.41028
2024-03-03 12:00:00,61831.1,63231.88,61821.09,63113.97,17093.49875
2024-03-04 00:00:00,63113.97,65555.0,62300.0,65230.0,35221.15604
2024-03-04 12:00:00,65229.99,68499.0,64533.67,68245.71,49614.00401
2024-03-05 00:00:00,68245.71,68686.8,65089.0,66656.31,41167.46239
2024-03-05 12:00:00,66656.32,69000.0,59005.0,63724.01,91529.31891
2024-03-06 00:00:00,63724.01,67641.1,62779.14,67301.31,39020.92499
2024-03-06 12:00:00,67301.31,67592.31,64664.92,66074.04,39717.92992
2024-03-07 00:00:00,66074.04,67275.2,65551.0,66905.34,22990.77161
2024-03-07 12:00:00,66905.34,67980.0,66541.1,66823.17,30069.11529
2024-03-08 00:00:00,66823.18,67753.4,66757.0,67741.21,17572.51604
2024-03-08 12:00:00,67741.22,69990.0,66082.66,68124.19,56689.416802
2024-03-09 00:00:00,68124.2,68541.1,67861.1,68299.99,11534.49233
2024-03-09 12:00:00,68300.0,68521.1,68000.0,68313.27,8338.4051
2024-03-10 00:00:00,68313.28,69887.61,68200.0,69568.46,20253.28275
2024-03-10 12:00:00,69568.45,69833.33,68094.75,68955.88,18151.3856
2024-03-11 00:00:00,68955.88,72226.3,67024.96,71487.2,42494.143666
2024-03-11 12:00:00,71487.21,72800.0,71304.2,72078.1,32798.68206
2024-03-12 00:00:00,72078.1,72470.41,71301.0,72023.82,21187.45612
2024-03-12 12:00:00,72023.82,73000.0,68620.82,71452.01,47596.090571
2024-03-13 00:00:00,71452.0,73650.25,71333.31,73065.41,24401.579867
2024-03-13 12:00:00,73065.4,73410.22,71634.52,73072.41,28258.13178
2024-03-14 00:00:00,73072.4,73777.0,72500.0,72884.0,19611.813056
2024-03-14 12:00:00,72884.01,73047.16,68555.0,71388.94,52145.81569
2024-03-15 00:00:00,71388.94,72419.71,65600.0,67757.76,62373.77091
2024-03-15 12:00:00,67757.75,70650.0,67413.8,69499.85,40960.26455
2024-03-16 00:00:00,69499.84,70043.0,67725.53,68256.01,20132.57363
2024-03-16 12:00:00,68256.0,68499.1,64780.0,65300.63,35794.37973
2024-03-17 00:00:00,65300.64,67515.0,64533.0,66955.49,28813.26315
2024-03-17 12:00:00,66955.49,68904.4,66436.92,68393.48,20928.95274
2024-03-18 00:00:00,68393.47,68956.0,66800.0,68253.4,23867.33076
2024-03-18 12:00:00,68253.39,68627.81,66565.2,67609.99,31823.75012
2024-03-19 00:00:00,67610.0,68124.11,62505.0,63081.34,54118.59711
2024-03-19 12:00:00,63081.34,65756.0,61555.0,61937.4,46886.72776
2024-03-20 00:00:00,61937.41,63957.74,60775.0,63392.94,41767.0843
2024-03-20 12:00:00,63392.95,68100.0,62022.0,67840.51,48653.50162
2024-03-21 00:00:00,67840.51,68240.47,66072.2,67044.0,24149.99126
2024-03-21 12:00:00,67044.01,67693.6,64529.01,65501.27,29207.48876
2024-03-22 00:00:00,65501.28,66649.62,64065.72,64233.9,20230.55483
2024-03-22 12:00:00,64233.9,64674.06,62260.0,63796.64,31251.82338
2024-03-23 00:00:00,63796.64,64857.14,63000.0,64629.62,12487.05545
2024-03-23 12:00:00,64629.61,65999.0,63861.66,63990.01,13923.05864
2024-03-24 00:00:00,63990.02,65368.66,63772.29,65334.01,10109.57102
2024-03-24 12:00:00,65334.0,67628.69,64600.01,67209.99,21286.20913
2024-03-25 00:00:00,67210.0,67740.0,66385.06,66810.15,14831.96025
2024-03-25 12:00:00,66810.15,71150.0,66780.0,69880.01,38599.18461
2024-03-26 00:00:00,69880.0,71561.1,69732.8,70693.16,16922.77349
2024-03-26 12:00:00,70693.17,71136.63,69280.0,69988.0,22011.61068
2024-03-27 00:00:00,69987.99,70739.65,69407.0,70220.73,13737.89055
2024-03-27 12:00:00,70220.73,71769.54,68359.18,69469.99,35381.4663
2024-03-28 00:00:00,69469.99,70962.63,68903.62,70647.18,15920.65381
2024-03-28 12:00:00,70647.18,71552.06,70348.75,70780.6,19518.37858
2024-03-29 00:00:00,70780.6,70916.16,69566.0,70142.78,11759.67189
2024-03-29 12:00:00,70142.78,70636.04,69009.0,69850.54,13685.41164
2024-03-30 00:00:00,69850.53,70321.1,69710.0,70183.55,7276.89378
2024-03-30 12:00:00,70183.54,70280.06,69540.0,69582.18,6367.71764
2024-03-31 00:00:00,69582.17,70470.0,69562.99,70369.99,8436.67511
2024-03-31 12:00:00,70369.99,71366.0,70289.72,71280.01,10959.66922
2024-04-01 00:00:00,71280.0,71288.23,68888.0,69460.01,17903.05761
2024-04-01 12:00:00,69460.0,70080.0,68062.86,69649.8,23542.26278
2024-04-02 00:00:00,69649.81,69674.23,65075.0,65622.69,36592.55603
2024-04-02 12:00:00,65622.69,66249.83,64550.0,65463.99,35207.2719
2024-04-03 00:00:00,65463.99,66642.36,64493.07,66059.76,20362.86337
2024-04-03 12:00:00,66059.75,66903.63,65451.62,65963.28,19524.35441
2024-04-04 00:00:00,65963.27,66468.99,65064.52,66353.67,11938.09354
2024-04-04 12:00:00,66353.68,69309.91,66330.56,68487.79,29572.39099
2024-04-05 00:00:00,68487.8,68756.67,66380.0,66478.0,17353.2988
2024-04-05 12:00:00,66478.0,68566.66,65952.56,67820.62,20561.93193
2024-04-06 00:00:00,67820.63,68232.14,67447.83,67668.16,8890.07006
2024-04-06 12:00:00,67668.16,69692.0,67527.78,68896.0,11244.21913
2024-04-07 00:00:00,68896.0,69777.0,68824.0,69357.0,8986.1255
2024-04-07 12:00:00,69357.0,70326.29,68849.77,69360.39,12548.61883
2024-04-08 00:00:00,69360.38,72650.0,69043.24,72404.0,26111.00618
2024-04-08 12:00:00,72404.0,72797.99,71245.17,71620.0,19612.87006
2024-04-09 00:00:00,71620.0,71758.19,69576.61,70794.85,17454.81617
2024-04-09 12:00:00,70794.84,70977.0,68210.0,69146.0,21839.08625
2024-04-10 00:00:00,69146.0,69594.15,68466.63,69043.0,11993.48854
2024-04-10 12:00:00,69043.0,71172.08,67518.0,70631.08,30012.53523
2024-04-11 00:00:00,70631.08,71305.89,69881.31,69983.16,12942.40017
2024-04-11 12:00:00,69983.16,71100.0,69567.21,70006.23,18974.85578
2024-04-12 00:00:00,70006.22,71227.46,70002.22,70904.01,12160.73233
2024-04-12 12:00:00,70904.0,70975.54,65086.86,67116.52,43912.12996
2024-04-13 00:00:00,67116.52,67929.0,65731.27,67360.0,16999.54953
2024-04-13 12:00:00,67360.01,67926.0,60660.57,63924.51,54395.67066
2024-04-14 00:00:00,63924.52,64887.99,62134.0,64166.05,31446.17802
2024-04-14 12:00:00,64166.05,65840.0,62573.66,65661.84,30153.00016
2024-04-15 00:00:00,65661.85,66867.07,64683.01,65860.12,21706.49077
2024-04-15 12:00:00,65860.12,66399.0,62274.4,63419.99,30683.03992
2024-04-16 00:00:00,63419.99,63899.69,61600.0,63094.77,27234.48914
2024-04-16 12:00:00,63094.76,64365.0,61694.02,63793.39,26200.80417
2024-04-17 00:00:00,63793.4,64499.0,62541.13,62595.04,13707.80672
2024-04-17 12:00:00,62595.04,62974.88,59678.16,61277.37,36902.73837
2024-04-18 00:00:00,61277.38,63072.27,60803.35,62597.92,19355.70817
2024-04-18 12:00:00,62597.92,64117.09,61580.71,63470.08,24245.90101
2024-04-19 00:00:00,63470.09,65450.0,59600.01,64870.74,45985.5209
2024-04-19 12:00:00,64870.73,65440.57,62953.9,63818.01,23788.78181
2024-04-20 00:00:00,63818.01,64268.58,63090.07,63707.17,10806.81067
2024-04-20 12:00:00,63707.18,65419.0,63575.83,64940.59,12330.61908
2024-04-21 00:00:00,64940.58,65695.56,64608.0,65234.01,9544.39954
2024-04-21 12:00:00,65234.02,65375.41,64237.5,64941.15,9772.02198
2024-04-22 00:00:00,64941.15,66479.8,64500.0,65877.47,17423.9071
2024-04-22 12:00:00,65877.47,67232.35,65626.87,66819.32,13974.08661
2024-04-23 00:00:00,66819.32,67183.01,65852.35,66043.99,10412.9457
2024-04-23 12:00:00,66043.99,67130.0,65765.81,66414.0,12186.95434
2024-04-24 00:00:00,66414.0,67070.43,66203.05,66571.52,9389.62264
2024-04-24 12:00:00,66571.52,66737.0,63606.06,64289.59,24206.07373
2024-04-25 00:00:00,64289.58,64741.47,63337.25,63861.23,12118.56327
2024-04-25 12:00:00,63861.24,65297.94,62794.0,64498.34,19222.90011
2024-04-26 00:00:00,64498.33,64662.53,63890.82,64244.02,11884.27306
2024-04-26 12:00:00,64244.03,64820.01,63297.48,63770.01,15200.9204
2024-04-27 00:00:00,63770.0,63923.41,62391.24,62862.14,10979.86454
2024-04-27 12:00:00,62862.13,63650.0,62750.0,63461.98,9953.19598
2024-04-28 00:00:00,63461.98,64370.0,63345.55,63484.01,8445.44104
2024-04-28 12:00:00,63484.0,63976.0,62781.0,63118.62,8503.75901
2024-04-29 00:00:00,63118.62,63367.05,61923.13,62256.0,12194.18683
2024-04-29 12:00:00,62256.0,64228.35,61765.53,63866.0,15956.04264
2024-04-30 00:00:00,63866.0,64734.0,61000.0,61204.42,23745.20516
2024-04-30 12:00:00,61204.41,61559.36,59191.6,60672.0,31202.45019
2024-05-01 00:00:00,60672.01,60841.63,56552.82,57898.47,40874.65908
2024-05-01 12:00:00,57898.46,59468.0,56625.09,58364.97,40291.80915
2024-05-02 00:00:00,58364.97,58689.55,56911.84,58559.66,22512.85795
2024-05-02 12:00:00,58559.66,59625.0,58222.0,59060.61,25070.96166
2024-05-03 00:00:00,59060.6,59999.0,58811.32,59291.09,12659.29553
2024-05-03 12:00:00,59291.1,63333.0,58991.99,62882.01,30969.1059
2024-05-04 00:00:00,62882.01,64540.0,62541.03,63873.31,14558.79835
2024-05-04 12:00:00,63873.3,64240.76,63300.58,63892.04,9809.89447
2024-05-05 00:00:00,63892.03,64188.0,62822.17,63859.63,8440.10358
2024-05-05 12:00:00,63859.63,64646.0,63582.08,64012.0,10086.64671
2024-05-06 00:00:00,64012.0,65500.0,63708.58,64203.56,16645.57888
2024-05-06 12:00:00,64203.55,64319.86,62700.0,63165.19,18029.34061
2024-05-07 00:00:00,63165.18,64422.41,62832.6,63490.43,11878.58602
2024-05-07 12:00:00,63490.43,64320.0,62261.0,62312.08,13720.2087
2024-05-08 00:00:00,62312.07,63020.22,62020.09,62243.4,10711.1786
2024-05-08 12:00:00,62243.4,62828.0,60888.0,61193.03,15410.01144
2024-05-09 00:00:00,61193.03,61806.98,60630.0,61053.99,10989.34046
2024-05-09 12:00:00,61053.99,63429.03,60882.19,63074.01,19671.46564
2024-05-10 00:00:00,63074.0,63380.0,62660.42,63299.63,10737.76326
2024-05-10 12:00:00,63299.63,63469.13,60187.12,60799.99,25791.57699
2024-05-11 00:00:00,60799.99,61096.27,60487.09,60684.01,6943.92798
2024-05-11 12:00:00,60684.0,61515.0,60643.94,60825.99,6430.64138
2024-05-12 00:00:00,60825.99,61366.59,60610.0,61146.0,5021.72096
2024-05-12 12:00:00,61145.99,61888.0,60910.58,61483.99,7731.4114
2024-05-13 00:00:00,61484.0,63295.48,60749.21,62738.0,19330.17576
2024-05-13 12:00:00,62737.99,63450.0,62399.35,62940.08,13403.24263
2024-05-14 00:00:00,62940.09,63118.36,61404.34,61798.57,13293.94267
2024-05-14 12:00:00,61798.57,62300.0,61142.77,61577.49,15794.77774
2024-05-15 00:00:00,61577.49,62999.44,61319.47,62467.18,10493.46015
2024-05-15 12:00:00,62467.18,66444.16,62402.03,66206.5,33066.28704
2024-05-16 00:00:00,66206.51,66666.0,65652.92,66503.8,11792.77131
2024-05-16 12:00:00,66503.81,66752.01,64602.77,65235.21,19313.59579
2024-05-17 00:00:00,65235.21,66564.23,65106.38,66218.0,11536.08169
2024-05-17 12:00:00,66217.99,67451.2,65828.03,67024.0,14756.1524
2024-05-18 00:00:00,67024.0,67400.01,66725.53,67190.82,8133.17572
2024-05-18 12:00:00,67190.81,67227.97,66600.0,66915.2,6308.08202
2024-05-19 00:00:00,66915.2,67700.0,66837.39,67330.0,7896.14822
2024-05-19 12:00:00,67330.01,67330.01,65857.25,66274.01,10129.15587
2024-05-20 00:00:00,66274.0,67349.0,66060.31,66994.2,11255.95531
2024-05-20 12:00:00,66994.2,71515.56,66753.42,71446.62,39560.74579
2024-05-21 00:00:00,71446.62,71979.0,70706.0,71130.0,26983.31493
2024-05-21 12:00:00,71130.0,71455.09,69162.94,70148.34,22624.11867
2024-05-22 00:00:00,70148.34,70368.6,69165.0,69736.13,10612.88415
2024-05-22 12:00:00,69736.14,70666.0,68842.19,69166.62,17060.29611
2024-05-23 00:00:00,69166.62,70061.0,69166.61,69982.72,8881.45921
2024-05-23 12:00:00,69982.72,70096.12,66312.16,67969.65,31631.71453
2024-05-24 00:00:00,67969.66,68017.56,66600.12,67349.99,12921.22088
2024-05-24 12:00:00,67350.0,69250.0,66921.97,68549.99,15174.61576
2024-05-25 00:00:00,68549.99,69610.0,68500.0,69104.67,6134.54079
2024-05-25 12:00:00,69104.68,69356.6,68847.65,69290.57,5995.85339
2024-05-26 00:00:00,69290.56,69562.23,68808.37,69134.91,5420.46223
2024-05-26 12:00:00,69134.91,69399.0,68128.01,68507.67,6451.65574
2024-05-27 00:00:00,68507.67,69298.0,68250.0,68434.26,8605.039
2024-05-27 12:00:00,68434.26,70687.56,68384.0,69436.43,14531.88837
2024-05-28 00:00:00,69436.43,69591.81,67486.65,68389.87,17512.66844
2024-05-28 12:00:00,68389.87,68661.28,67277.91,68398.39,15110.30198
2024-05-29 00:00:00,68398.4,68935.68,67602.34,67763.59,10312.89744
2024-05-29 12:00:00,67763.59,68280.0,67124.65,67652.42,12846.93405
2024-05-30 00:00:00,67652.41,68422.89,67128.0,67817.01,11703.48825
2024-05-30 12:00:00,67817.01,69500.0,67755.0,68352.17,16774.73015
2024-05-31 00:00:00,68352.17,68729.73,67876.0,68349.73,8182.91682
2024-05-31 12:00:00,68349.73,69044.1,66670.0,67540.01,18507.40502
2024-06-01 00:00:00,67540.01,67810.0,67428.44,67660.57,4321.23861
2024-06-01 12:00:00,67660.57,67900.0,67556.72,67766.85,4516.42272
2024-06-02 00:00:00,67766.84,68320.08,67367.2,68251.52,5302.78614
2024-06-02 12:00:00,68251.53,68460.0,67257.47,67765.63,10123.53915
2024-06-03 00:00:00,67765.62,69333.0,67612.48,69080.0,13161.17378
2024-06-03 12:00:00,69080.0,70288.0,68500.0,68809.9,16472.20022
2024-06-04 00:00:00,68809.89,69370.01,68567.32,68955.85,7890.02796
2024-06-04 12:00:00,68955.84,71063.45,68843.73,70537.84,21729.75693
2024-06-05 00:00:00,70537.83,71379.21,70423.51,70971.71,12895.25148
2024-06-05 12:00:00,70971.7,71758.0,70383.66,71108.0,15807.92934
2024-06-06 00:00:00,71108.0,71237.02,70800.0,71170.01,6591.1179
2024-06-06 12:00:00,71170.01,71700.0,70117.64,70799.06,15250.88659
2024-06-07 00:00:00,70799.06,71700.0,70663.59,71699.99,9172.15391
2024-06-07 12:00:00,71700.0,71997.02,68420.0,69355.6,26426.29654
2024-06-08 00:00:00,69355.6,69582.2,69232.15,69365.93,5138.96777
2024-06-08 12:00:00,69365.94,69491.36,69168.02,69310.46,4634.8619
2024-06-09 00:00:00,69310.46,69425.7,69130.24,69367.69,3085.25011
2024-06-09 12:00:00,69367.68,69857.14,69250.01,69648.14,6805.31698
2024-06-10 00:00:00,69648.15,69801.34,69172.29,69473.89,6315.25288
2024-06-10 12:00:00,69473.89,70195.94,69201.59,69540.0,10807.41653
2024-06-11 00:00:00,69540.0,69590.01,66732.0,66890.01,23148.96619
2024-06-11 12:00:00,66890.0,67588.22,66051.0,67314.24,18287.04969
2024-06-12 00:00:00,67314.23,68059.01,66905.0,67778.43,8993.49183
2024-06-12 12:00:00,67778.43,69999.0,67250.0,68263.99,28181.83173
2024-06-13 00:00:00,68263.98,68393.63,66969.98,67739.99,11894.62807
2024-06-13 12:00:00,67740.0,68449.3,66251.78,66773.01,17184.92764
